'voicing','zcr','gt'
0.35005,0.2808,1
0.41014,0.31232,1
0.35504,0.351,1
0.34767,0.3553,1
0.31258,0.33811,1
0.19209,0.30229,1
0.29567,0.22636,1
0.33166,0.18768,1
0.42849,0.17765,1
0.50467,0.1533,1
0.61949,0.1404,1
0.38267,0.18052,1
0.27919,0.18768,1
0.33689,0.27221,1
0.30431,0.27507,1
0.33989,0.2808,1
0.23377,0.23496,1
0.26873,0.2106,1
0.30124,0.18625,1
0.2943,0.25358,1
0.16565,0.33811,1
0.26461,0.351,1
0.2702,0.26934,1
0.33319,0.23496,1
0.3477,0.23209,1
0.3235,0.22493,1
0.32586,0.20201,1
0.31818,0.17192,1
0.47779,0.1361,1
0.74235,0.095989,1
0.76833,0.11318,1
0.53388,0.1404,1
0.018709,0.16189,1
0.46336,0.19054,1
0.46594,0.19914,1
0.28298,0.18625,1
0.30715,0.18768,1
0.2458,0.17765,1
0.2561,0.14756,1
0.51079,0.14183,1
0.4714,0.149,1
0.28986,0.1447,1
0.20993,0.19628,1
0.46535,0.23209,1
0.3697,0.24499,1
0.42686,0.26934,1
0.22255,0.23639,1
0.30559,0.20201,1
0.33178,0.21203,1
0.2443,0.18911,1
0.34498,0.17908,1
0.45442,0.16332,1
0.34925,0.16476,1
0.34794,0.17479,1
0.4674,0.19341,1
0.2799,0.22278,1
0.29752,0.22779,1
0.32848,0.26791,1
0.38448,0.27794,1
0.15747,0.24069,1
0.33926,0.20201,1
0.23463,0.18195,1
0.4501,0.21633,1
0.48522,0.24642,1
0.29881,0.26504,1
0.099286,0.2149,1
0.21975,0.23639,1
0.31553,0.28797,1
0.2328,0.31089,1
0.25893,0.26791,1
0.31679,0.23639,1
0.28103,0.20057,1
0.29382,0.14756,1
0.46062,0.13897,1
0.70956,0.14756,1
0.66084,0.15186,1
0.3874,0.15043,1
0.23863,0.17049,1
0.552,0.17479,1
0.5808,0.19198,1
0.2619,0.18052,1
0.37795,0.14613,1
0.41416,0.16332,1
0.4089,0.20487,1
0.41757,0.23066,1
0.63687,0.20487,1
0.62071,0.19341,1
0.32275,0.22493,1
0.30937,0.2192,1
0.40046,0.21347,1
0.45785,0.21203,1
0.53461,0.21777,1
0.34082,0.23209,1
0.3,0.23496,1
0.22852,0.24212,1
0.26771,0.26648,1
0.63042,0.24212,1
0.78123,0.16332,1
0.79425,0.149,1
0.67116,0.17479,1
0.51473,0.16905,1
0.47412,0.16619,1
0.39413,0.19341,1
0.35502,0.20487,1
0.34092,0.21203,1
0.33883,0.19198,1
0.33274,0.17479,1
0.38935,0.17622,1
0.51117,0.19341,1
0.59596,0.1533,1
0.69242,0.149,1
0.5591,0.19484,1
0.36779,0.20917,1
0.3855,0.18911,1
0.53551,0.14613,1
0.66593,0.15616,1
0.35346,0.23066,1
0.30734,0.24499,1
0.44444,0.16762,1
0.63094,0.11032,1
0.75759,0.11891,1
0.66994,0.11318,1
0.66205,0.12034,1
0.37804,0.13754,1
0.22972,0.17049,1
0.21614,0.19914,1
0.24443,0.23782,1
0.41751,0.23209,1
0.56579,0.21347,1
0.7125,0.20917,1
0.56527,0.23352,1
0.42673,0.25072,1
0.31572,0.21777,1
0.45255,0.2063,1
0.52504,0.18481,1
0.49732,0.16332,1
0.39046,0.16476,1
0.30747,0.18911,1
0.3491,0.16476,1
0.28255,0.15043,1
0.51624,0.12464,1
0.61588,0.12607,1
0.70301,0.12607,1
0.58321,0.11461,1
0.52154,0.12607,1
0.46444,0.14613,1
0.4146,0.13754,1
0.35731,0.1361,1
0.38281,0.13037,1
0.48597,0.14183,1
0.51165,0.17765,1
0.62427,0.18911,1
0.68821,0.20487,1
0.65367,0.19198,1
0.44344,0.17049,1
0.48442,0.16332,1
0.21224,0.19198,1
0.40043,0.19484,1
0.50066,0.20057,1
0.42991,0.16905,1
0.45853,0.15903,1
0.27875,0.15043,1
0.37248,0.15903,1
0.49098,0.17049,1
0.48035,0.19341,1
0.51244,0.20774,1
0.50033,0.20487,1
0.65074,0.16619,1
0.53709,0.1361,1
0.2885,0.16762,1
0.29628,0.18338,1
0.29832,0.18338,1
0.28254,0.17479,1
0.43434,0.15473,1
0.50533,0.15186,1
0.58992,0.17479,1
0.50025,0.18338,1
0.37226,0.19484,1
0.393,0.20057,1
0.43394,0.20201,1
0.40067,0.20344,1
0.41993,0.2149,1
0.40694,0.2063,1
0.30755,0.17192,1
0.53072,0.16476,1
0.50764,0.15616,1
0.46083,0.17765,1
0.36574,0.17765,1
0.39903,0.18195,1
0.27435,0.18768,1
0.15973,0.18481,1
0.25693,0.17908,1
0.29832,0.17049,1
0.3331,0.16189,1
0.43223,0.12894,1
0.54922,0.12464,1
0.46343,0.13897,1
0.34644,0.16332,1
0.4102,0.17335,1
0.31301,0.15903,1
0.22595,0.15473,1
0.20138,0.14613,1
0.41672,0.17192,1
0.43677,0.18052,1
0.55657,0.19914,1
0.40886,0.17908,1
0.22747,0.14183,1
0.21521,0.17908,1
0.37386,0.18195,1
0.49881,0.15616,1
0.40351,0.17479,1
0.20806,0.17479,1
0.2869,0.18481,1
0.33092,0.17335,1
0.36308,0.17335,1
0.10969,0.1447,1
0.08529,0.14183,1
0.20952,0.16619,1
0.18544,0.15903,1
0.61726,0.16905,1
0.61488,0.19126,1
0.59326,0.19198,1
0.47626,0.14613,1
0.6988,0.10172,1
0.75411,0.10602,1
0.52112,0.14613,1
0.33461,0.17908,1
0.36767,0.16189,1
0.19955,0.15473,1
0.26245,0.14613,1
0.31958,0.16476,1
0.29244,0.15043,1
0.15613,0.1361,1
0.25208,0.15043,1
0.18373,0.14183,1
0.2541,0.15759,1
0.19353,0.14613,1
0.012355,0.1361,1
0,0.1361,1
0,0.13467,1
0.16249,0.16905,1
0.068614,0.16619,1
0.092034,0.15616,1
0.12829,0.14327,1
0.24084,0.16762,1
0.072735,0.16476,1
0.092816,0.14327,1
0.234,0.13181,1
0.31009,0.11963,1
0.21267,0.11748,1
0.34886,0.10745,1
0.46496,0.13897,1
0.27248,0.16619,1
0.27452,0.19556,1
0.42233,0.16762,1
0.2584,0.15473,1
0.3179,0.13324,1
0.0024463,0.15043,1
0,0.11318,1
0.048427,0.13754,1
0,0.12464,1
0,0.12607,1
0,0.13754,1
0.075851,0.11175,1
0,0.10602,1
0,0.081662,1
0.10471,0.097421,1
0.12462,0.095989,1
0,0.074499,1
0,0.077364,1
0,0.12178,1
0.086639,0.20057,1
0,0.17335,1
0,0.10172,1
0,0.080229,1
0,0.094556,1
0,0.090258,1
0,0.091691,1
0,0.1361,1
0,0.14756,1
0,0.11032,1
0,0.09957,1
0,0.12034,1
0,0.13754,1
0,0.10458,1
0,0.098854,1
0.56762,0.074499,1
0.79455,0.093123,1
0.67028,0.10458,1
0.63909,0.10888,1
0.87501,0.10602,1
0.92248,0.10172,1
0.91603,0.10172,1
0.87248,0.10172,1
0.81495,0.10745,1
0.79842,0.10745,1
0.89264,0.10745,1
0.93196,0.10458,1
0.91055,0.11318,1
0.71031,0.11605,1
0.88835,0.10458,1
0.93966,0.10172,1
0.8838,0.10029,1
0.87679,0.10029,1
0.84343,0.093123,1
0.81664,0.091691,1
0.7112,0.091691,1
0.74823,0.10458,1
0.82987,0.10315,1
0.88037,0.10458,1
0.85586,0.10029,1
0.75833,0.10029,1
0.74497,0.10172,1
0.7247,0.10315,1
0.82917,0.10315,1
0.85414,0.10029,1
0.80477,0.10029,1
0.85464,0.10458,1
0.90788,0.10315,1
0.91708,0.10315,1
0.89309,0.10315,1
0.87432,0.10315,1
0.8931,0.10315,1
0.90303,0.10315,1
0.83186,0.10029,1
0.71017,0.10029,1
0.80241,0.10745,1
0.8335,0.10602,1
0.85397,0.10315,1
0.82889,0.10458,1
0.74645,0.10029,1
0.68419,0.10602,1
0.77882,0.10458,1
0.88767,0.10602,1
0.84397,0.10745,1
0.689,0.11605,1
0.61808,0.11461,1
0.70973,0.10888,1
0.78311,0.10888,1
0.84727,0.10458,1
0.85908,0.10888,1
0.28725,0.11461,1
0.89889,0.12464,1
0.89458,0.12894,1
0.73167,0.13897,1
0.7989,0.14613,1
0.80525,0.1447,1
0.71427,0.13467,1
0.73353,0.12178,1
0.71619,0.12751,1
0.65421,0.13754,1
0.61723,0.14756,1
0.68072,0.149,1
0.71484,0.13897,1
0.57158,0.1361,1
0.59719,0.13897,1
0.74568,0.15186,1
0.75997,0.15473,1
0.63616,0.16332,1
0.5451,0.15473,1
0.55527,0.1533,1
0.59235,0.14327,1
0.54759,0.13897,1
0.57286,0.14327,1
0.63093,0.1404,1
0.48105,0.1404,1
0.63094,0.1361,1
0.60365,0.14613,1
0.65268,0.15043,1
0.37417,0.13467,1
0.50346,0.12894,1
0.68265,0.13467,1
0.84526,0.149,1
0.92695,0.15043,1
0.91358,0.15043,1
0.91119,0.15186,1
0.70965,0.1533,1
0.53778,0.16189,1
0.41453,0.16476,1
0.64626,0.15616,1
0.90211,0.15043,1
0.9532,0.149,1
0.93306,0.149,1
0.77494,0.149,1
0.9109,0.15043,1
0.80461,0.15186,1
0.67358,0.15473,1
0.5148,0.16189,1
0.41614,0.17335,1
0.30964,0.17335,1
0.49016,0.16476,1
0.71731,0.14756,1
0.80575,0.149,1
0.58955,0.1447,1
0.66496,0.13467,1
0.7562,0.13467,1
0.64371,0.15616,1
0.61552,0.18481,1
0.62422,0.19341,1
0.62106,0.17908,1
0.40523,0.17192,1
0.43748,0.18768,1
0.56867,0.19628,1
0.48901,0.18911,1
0.55794,0.17765,1
0.57546,0.17192,1
0.60103,0.16905,1
0.59135,0.17192,1
0.56327,0.17049,1
0.49128,0.17622,1
0.39318,0.18481,1
0.29267,0.18911,1
0.40147,0.18338,1
0.44274,0.18338,1
0.32439,0.17335,1
0.31424,0.15186,1
0.56462,0.13897,1
0.7273,0.15043,1
0.83144,0.16905,1
0.84383,0.17622,1
0.83674,0.16905,1
0.8426,0.15473,1
0.78002,0.149,1
0.71147,0.1533,1
0.73674,0.16046,1
0.73363,0.15616,1
0.68106,0.16332,1
0.69996,0.16619,1
0.73119,0.17335,1
0.54755,0.15903,1
0.58723,0.16046,1
0.59819,0.16046,1
0.59851,0.16332,1
0.62029,0.16762,1
0.67462,0.16762,1
0.69827,0.16476,1
0.50775,0.15043,1
0.39252,0.14327,1
0.56968,0.16046,1
0.78871,0.17049,1
0.86213,0.17192,1
0.80625,0.17335,1
0.73406,0.16762,1
0.83416,0.16046,1
0.82315,0.16189,1
0.79073,0.16332,1
0.79468,0.15759,1
0.77626,0.16332,1
0.78469,0.16762,1
0.78625,0.17335,1
0.70491,0.17192,1
0.78695,0.17192,1
0.7787,0.16905,1
0.76657,0.17049,1
0.78978,0.17335,1
0.70398,0.17908,1
0.74092,0.17622,1
0.8015,0.17049,1
0.84908,0.16476,1
0.62532,0.15043,1
0.5413,0.16619,1
0.59787,0.18768,1
0.75394,0.19628,1
0.84045,0.19914,1
0.9636,0.20057,1
0.74246,0.20774,1
0.8875,0.21347,1
0.80797,0.20774,1
0.73199,0.19054,1
0.73026,0.19771,1
0.76984,0.19914,1
0.77758,0.18195,1
0.70876,0.18768,1
0.75455,0.19628,1
0.82567,0.20057,1
0.83438,0.20057,1
0.84249,0.19484,1
0.81305,0.18481,1
0.74202,0.18625,1
0.72112,0.19628,1
0.76923,0.19914,1
0.78065,0.20057,1
0.81328,0.20057,1
0.75129,0.19198,1
0.68468,0.18052,1
0.51639,0.15473,1
0.51675,0.14756,1
0.48267,0.17479,1
0.66245,0.19341,1
0.75583,0.20201,1
0.66933,0.18768,1
0.58258,0.16619,1
0.70542,0.1533,1
0.64129,0.15616,1
0.72023,0.16332,1
0.71726,0.16046,1
0.70956,0.15473,1
0.6997,0.16332,1
0.76406,0.17192,1
0.78343,0.17192,1
0.67041,0.16189,1
0.68005,0.16905,1
0.71246,0.17049,1
0.68428,0.15903,1
0.69783,0.16189,1
0.66068,0.16046,1
0.67583,0.16046,1
0.75448,0.16476,1
0.71276,0.16619,1
0.33256,0.14327,1
0.47505,0.12894,1
0.51268,0.14327,1
0.64599,0.16046,1
0.67524,0.16046,1
0.67361,0.15473,1
0.71013,0.14183,1
0.73334,0.1404,1
0.71991,0.14756,1
0.67953,0.15186,1
0.67761,0.15043,1
0.80308,0.15043,1
0.81289,0.15043,1
0.83887,0.149,1
0.86741,0.149,1
0.83453,0.149,1
0.82918,0.15043,1
0.74473,0.15186,1
0.44876,0.14327,1
0.49431,0.13754,1
0.35581,0.1404,1
0.50098,0.14756,1
0.64534,0.15043,1
0.63611,0.13897,1
0.62991,0.13324,1
0.66986,0.13324,1
0.59187,0.13467,1
0.58144,0.14183,1
0.54854,0.15473,1
0.31687,0.14756,1
0.44278,0.14327,1
0.60861,0.13181,1
0.71203,0.1361,1
0.73609,0.13897,1
0.71452,0.14327,1
0.54324,0.13324,1
0.61874,0.10745,1
0.79726,0.10029,1
0.83028,0.11318,1
0.76599,0.11891,1
0.64098,0.12321,1
0.68042,0.11461,1
0.69713,0.11461,1
0.71939,0.11461,1
0.7388,0.13181,1
0.57278,0.13467,1
0.46129,0.12321,1
0.51047,0.12321,1
0.62874,0.11175,1
0.75869,0.093123,1
0.78539,0.10029,1
0.69895,0.10029,1
0.64474,0.10745,1
0.67187,0.11175,1
0.68227,0.11461,1
0.51915,0.12178,1
0.57891,0.12321,1
0.70576,0.11891,1
0.78443,0.12321,1
0.60255,0.1404,1
0.17255,0.18625,1
0.42445,0.23782,1
0.39161,0.26504,1
0.32643,0.2106,1
0.35588,0.17908,1
0.44469,0.19771,1
0.35079,0.21203,1
0.31175,0.21633,1
0.30016,0.20774,1
0.36876,0.19341,1
0.31609,0.20057,1
0.30376,0.23066,1
0.3391,0.2894,1
0.32922,0.33095,1
0.37607,0.30516,1
0.39869,0.25788,1
0.36047,0.25501,1
0.29315,0.25788,1
0.27298,0.25358,1
0.16663,0.24212,1
0.15184,0.22779,1
0.20467,0.20201,1
0.2561,0.18625,1
0.19422,0.25072,1
0.14095,0.31805,1
0.30987,0.33954,1
0.41478,0.31232,1
0.31376,0.32521,1
0.28409,0.30086,1
0.28852,0.26074,1
0.20672,0.27077,1
0.32479,0.32808,1
0.39812,0.38395,1
0.2514,0.351,1
0.31239,0.28223,1
0.24751,0.2937,1
0.36227,0.35673,1
0.36895,0.36963,1
0.37376,0.34814,1
0.36103,0.32235,1
0.29081,0.28797,1
0.1644,0.28797,1
0.23422,0.32951,1
0.29943,0.36533,1
0.31938,0.34814,1
0.29492,0.32092,1
0.20053,0.29799,1
0.35688,0.29226,1
0.69963,0.2765,1
0.7206,0.25215,1
0.71526,0.25215,1
0.5682,0.25072,1
0.56896,0.23639,1
0.53345,0.27077,1
0.45699,0.33954,1
0.47631,0.37822,1
0.42846,0.34097,1
0.54917,0.29226,1
0.55179,0.28223,1
0.4729,0.27507,1
0.64309,0.27077,1
0.72581,0.26074,1
0.41927,0.27507,1
0.42023,0.28797,1
0.48805,0.26934,1
0.2366,0.22206,1
0.38543,0.24069,1
0.58661,0.30802,1
0.61466,0.33238,1
0.5158,0.31662,1
0.44685,0.29656,1
0.56696,0.31662,1
0.42463,0.29943,1
0.43444,0.28223,1
0.41748,0.27364,1
0.44511,0.28797,1
0.41966,0.27937,1
0.31587,0.26074,1
0.43311,0.26934,1
0.4662,0.29226,1
0.51135,0.30086,1
0.40382,0.28367,1
0.43124,0.25788,1
0.41001,0.26648,1
0.39483,0.28367,1
0.39614,0.28223,1
0.38749,0.29799,1
0.30469,0.30229,1
0.3377,0.28223,1
0.2787,0.25215,1
0.48486,0.25072,1
0.55488,0.28653,1
0.57578,0.30229,1
0.43147,0.28653,1
0.513,0.29656,1
0.60119,0.30229,1
0.47022,0.29083,1
0.40255,0.29513,1
0.34319,0.2937,1
0.42799,0.30372,1
0.34772,0.29083,1
0.34486,0.25788,1
0.26239,0.22923,1
0.39468,0.22063,1
0.4489,0.25358,1
0.36038,0.25931,1
0.30601,0.26361,1
0.31836,0.24642,1
0.29443,0.23209,1
0.43074,0.22493,1
0.49473,0.23066,1
0.5982,0.22206,1
0.4775,0.21777,1
0.32302,0.21633,1
0.25853,0.20845,1
0.3803,0.19628,1
0.44964,0.18338,1
0.51044,0.18195,1
0.32825,0.19054,1
0.2992,0.20487,1
0.35057,0.22206,1
0.2787,0.21633,1
0.36899,0.21633,1
0.48945,0.18338,1
0.2689,0.17192,1
0.17963,0.16046,1
0.1369,0.15186,1
0.19296,0.16332,1
0.19822,0.17622,1
0.13998,0.18625,1
0.12163,0.17908,1
0.13191,0.18911,1
0.26422,0.18481,1
0.28666,0.19341,1
0.31613,0.19484,1
0.28241,0.18195,1
0.12122,0.16905,1
0.11757,0.18625,1
0.18524,0.18625,1
0.17369,0.18625,1
0.20874,0.18338,1
0.20771,0.16905,1
0.063536,0.15903,1
0.011222,0.15186,1
0.069125,0.14183,1
0.42055,0.14756,1
0.4581,0.12321,1
0.5802,0.12321,1
0.50773,0.14327,1
0.29163,0.16476,1
0.13801,0.13754,1
0,0.14756,1
0,0.13037,1
0.00052471,0.14327,1
0,0.13897,1
0.0056472,0.16046,1
0.071723,0.149,1
0.04434,0.16762,1
0.16307,0.14327,1
0.24472,0.14183,1
0.31199,0.15759,1
0.33727,0.16189,1
0.2332,0.16046,1
0.088448,0.15043,1
0,0.12607,1
0,0.11891,1
0,0.17335,1
0,0.1533,1
0,0.13467,1
0,0.14756,1
0,0.15186,1
0,0.11175,1
0,0.12034,1
0,0.12894,1
0,0.13467,1
0.24089,0.16762,1
0.21073,0.19198,1
0.036803,0.16476,1
0,0.16189,1
0.072188,0.12894,1
0.34022,0.14756,1
0,0.12034,1
0,0.098854,1
0.2179,0.094556,1
0,0.10315,1
0,0.12034,1
0,0.12607,1
0,0.12607,1
0.019007,0.11605,1
0,0.10458,1
0,0.17049,1
0.10321,0.15616,1
0.24078,0.17192,1
0,0.20774,1
0,0.20201,1
0.048502,0.098854,1
0,0.19771,1
0.14421,0.2063,1
0.0024776,0.17049,1
0,0.15903,1
0,0.11891,1
0,0.12894,1
0,0.15759,1
0,0.19771,1
0,0.16619,1
0.13169,0.17479,1
0.049152,0.19341,1
0,0.1361,1
0,0.10745,1
0,0.098854,1
0,0.13897,1
0.16428,0.22923,1
0,0.19341,1
0,0.13324,1
0,0.13754,1
0,0.10172,1
0,0.093123,1
0,0.08596,1
0,0.12607,1
0,0.1533,1
0,0.16046,1
0,0.11318,1
0.052646,0.082378,1
0,0.098854,1
0.12946,0.11318,1
0.35955,0.1361,1
0.2398,0.16046,1
0,0.11891,1
0.38833,0.17335,1
0.36156,0.29943,1
0.31804,0.33811,1
0.29871,0.351,1
0.25513,0.34384,1
0.21869,0.33524,1
0.29029,0.3467,1
0.2755,0.37822,1
0.24979,0.38682,1
0.29408,0.37106,1
0.32591,0.37822,1
0.31013,0.3467,1
0.28337,0.33954,1
0.30361,0.30372,1
0.42301,0.26648,1
0.35016,0.23639,1
0.26329,0.23209,1
0.25715,0.23782,1
0.30447,0.24785,1
0.38087,0.24212,1
0.36067,0.22493,1
0.45245,0.22636,1
0.51512,0.21203,1
0.43102,0.23926,1
0.381,0.21203,1
0.37871,0.20344,1
0.39296,0.20344,1
0.52653,0.20344,1
0.52119,0.19198,1
0.56806,0.16905,1
0.69726,0.149,1
0.64222,0.15043,1
0.58274,0.16476,1
0.57965,0.18052,1
0.4942,0.19484,1
0.50226,0.19198,1
0.51221,0.17765,1
0.49882,0.18195,1
0.60024,0.17192,1
0.50366,0.16619,1
0.38937,0.18625,1
0.4527,0.17479,1
0.44952,0.16905,1
0.47038,0.16046,1
0.49441,0.16189,1
0.38754,0.15473,1
0.36454,0.15473,1
0.3386,0.1404,1
0.32146,0.14327,1
0.44612,0.16905,1
0.3263,0.16619,1
0.35175,0.16332,1
0.44968,0.149,1
0.37115,0.15043,1
0.31085,0.15186,1
0.34417,0.14756,1
0.44345,0.14183,1
0.5414,0.15616,1
0.44077,0.14613,1
0.34124,0.15473,1
0.4257,0.14613,1
0.44526,0.15186,1
0.44599,0.15616,1
0.35881,0.16332,1
0.48503,0.1533,1
0.52312,0.15043,1
0.38315,0.15043,1
0.35455,0.15186,1
0.48939,0.14613,1
0.47382,0.14756,1
0.41559,0.15043,1
0.40409,0.15903,1
0.42965,0.15759,1
0.44652,0.14756,1
0.50278,0.14613,1
0.49337,0.1447,1
0.39085,0.14756,1
0.44885,0.13897,1
0.52223,0.13754,1
0.54957,0.1361,1
0.49809,0.14613,1
0.3661,0.14756,1
0.38384,0.1404,1
0.47654,0.13324,1
0.29841,0.1404,1
0.31172,0.149,1
0.32169,0.14327,1
0.25684,0.14756,1
0.40012,0.14327,1
0.49425,0.12894,1
0.43567,0.12321,1
0.43549,0.13754,1
0.32874,0.1361,1
0.30616,0.1404,1
0.2459,0.13181,1
0.29379,0.12751,1
0.30972,0.12607,1
0.22204,0.13897,1
0.23109,0.13539,1
0.35261,0.13324,1
0.30016,0.15616,1
0.24737,0.16189,1
0.31406,0.15903,1
0.33347,0.14327,1
0.31771,0.16189,1
0.23259,0.16619,1
0.24716,0.15903,1
0.30293,0.1533,1
0.31836,0.14756,1
0.22922,0.149,1
0.17535,0.1447,1
0.22169,0.14613,1
0.15546,0.13467,1
0.22872,0.13467,1
0.30468,0.14613,1
0.246,0.15616,1
0.31934,0.15473,1
0.16868,0.15186,1
0.2209,0.13324,1
0.26636,0.11891,1
0.27186,0.10029,1
0.041994,0.10315,1
0.10221,0.11318,1
0,0.090258,1
0,0.10172,1
0.39571,0.11891,1
0.81655,0.10172,1
0.60782,0.10745,1
0.47595,0.13181,1
0.53687,0.1404,1
0.55538,0.13037,1
0.69649,0.11605,1
0.74746,0.10745,1
0.6542,0.11891,1
0.7121,0.11605,1
0.65321,0.12178,1
0.71621,0.13037,1
0.73804,0.12894,1
0.63516,0.13181,1
0.67789,0.12894,1
0.60128,0.12321,1
0.72305,0.11318,1
0.75066,0.10745,1
0.71037,0.097421,1
0.77725,0.091691,1
0.75861,0.097421,1
0.55623,0.10602,1
0.69737,0.10172,1
0.78869,0.098854,1
0.79728,0.097421,1
0.82948,0.10888,1
0.81187,0.11461,1
0.65877,0.12034,1
0.61256,0.11605,1
0.64423,0.11461,1
0.6276,0.11461,1
0.62999,0.11175,1
0.62152,0.11175,1
0.51299,0.11891,1
0.60089,0.11605,1
0.62568,0.10602,1
0.67948,0.10888,1
0.714,0.11748,1
0.80486,0.11318,1
0.80822,0.10458,1
0.62718,0.11318,1
0.67622,0.12464,1
0.58852,0.11891,1
0.52239,0.11461,1
0.626,0.11318,1
0.58876,0.11032,1
0.54116,0.10745,1
0.56358,0.11032,1
0.41523,0.11605,1
0.31011,0.11032,1
0.69692,0.10029,1
0.79056,0.10172,1
0.76061,0.10172,1
0.61641,0.10458,1
0.56865,0.10745,1
0.60487,0.12034,1
0.5772,0.12464,1
0.60859,0.13037,1
0.42051,0.11748,1
0.56459,0.11175,1
0.61823,0.11032,1
0.55153,0.10888,1
0.60237,0.10315,1
0.59067,0.10888,1
0.50535,0.10888,1
0.5371,0.11032,1
0.60277,0.11748,1
0.57305,0.12034,1
0.49658,0.11891,1
0.44787,0.10888,1
0.24673,0.10745,1
0.33008,0.097421,1
0.51435,0.10315,1
0.59843,0.10888,1
0.59443,0.11032,1
0.67365,0.10458,1
0.6672,0.10458,1
0.51091,0.10029,1
0.577,0.090258,1
0.53526,0.087393,1
0.49538,0.093123,1
0.45258,0.10029,1
0.56941,0.10029,1
0.48707,0.10315,1
0.4723,0.10602,1
