0.000000000000000000e+00 1.444444444444444378e-02
0.000000000000000000e+00 2.605442176870748083e-02
0.000000000000000000e+00 3.766439909297052135e-02
0.000000000000000000e+00 4.927437641723356188e-02
0.000000000000000000e+00 6.088435374149660240e-02
0.000000000000000000e+00 7.249433106575964292e-02
0.000000000000000000e+00 8.410430839002266956e-02
0.000000000000000000e+00 9.571428571428571008e-02
0.000000000000000000e+00 1.073242630385487506e-01
0.000000000000000000e+00 1.189342403628117911e-01
0.000000000000000000e+00 1.305442176870748316e-01
0.000000000000000000e+00 1.421541950113378860e-01
0.000000000000000000e+00 1.537641723356009127e-01
0.000000000000000000e+00 1.653741496598639671e-01
0.000000000000000000e+00 1.769841269841269937e-01
0.000000000000000000e+00 1.885941043083900481e-01
0.000000000000000000e+00 2.002040816326530748e-01
0.000000000000000000e+00 2.118140589569161014e-01
0.000000000000000000e+00 2.234240362811791558e-01
0.000000000000000000e+00 2.350340136054421825e-01
0.000000000000000000e+00 2.466439909297052369e-01
0.000000000000000000e+00 2.582539682539682357e-01
0.000000000000000000e+00 2.698639455782312901e-01
0.000000000000000000e+00 2.814739229024943445e-01
0.000000000000000000e+00 2.930839002267573434e-01
0.000000000000000000e+00 3.046938775510203978e-01
0.000000000000000000e+00 3.163038548752834522e-01
0.000000000000000000e+00 3.279138321995464511e-01
0.000000000000000000e+00 3.395238095238095055e-01
0.000000000000000000e+00 3.511337868480725599e-01
0.000000000000000000e+00 3.627437641723356143e-01
0.000000000000000000e+00 3.743537414965986132e-01
0.000000000000000000e+00 3.859637188208616676e-01
0.000000000000000000e+00 3.975736961451247220e-01
0.000000000000000000e+00 4.091836734693877209e-01
0.000000000000000000e+00 4.207936507936507753e-01
0.000000000000000000e+00 4.324036281179138297e-01
0.000000000000000000e+00 4.440136054421768841e-01
0.000000000000000000e+00 4.556235827664398830e-01
0.000000000000000000e+00 4.672335600907029374e-01
0.000000000000000000e+00 4.788435374149659918e-01
0.000000000000000000e+00 4.904535147392289907e-01
0.000000000000000000e+00 5.020634920634921006e-01
0.000000000000000000e+00 5.136734693877551550e-01
0.000000000000000000e+00 5.252834467120182094e-01
0.000000000000000000e+00 5.368934240362812638e-01
0.000000000000000000e+00 5.485034013605443182e-01
0.000000000000000000e+00 5.601133786848072615e-01
0.000000000000000000e+00 5.717233560090703159e-01
0.000000000000000000e+00 5.833333333333333703e-01
0.000000000000000000e+00 5.949433106575964247e-01
0.000000000000000000e+00 6.065532879818594791e-01
0.000000000000000000e+00 6.181632653061225335e-01
0.000000000000000000e+00 6.297732426303855879e-01
0.000000000000000000e+00 6.413832199546485313e-01
0.000000000000000000e+00 6.529931972789115857e-01
0.000000000000000000e+00 6.646031746031746401e-01
0.000000000000000000e+00 6.762131519274376945e-01
0.000000000000000000e+00 6.878231292517007489e-01
0.000000000000000000e+00 6.994331065759638033e-01
0.000000000000000000e+00 7.110430839002268577e-01
0.000000000000000000e+00 7.226530612244898011e-01
0.000000000000000000e+00 7.342630385487528555e-01
5.457325713862312133e-01 7.458730158730159099e-01
7.683574521638741883e-01 7.574829931972789643e-01
5.593032097242800482e-01 7.690929705215420187e-01
6.129029369332794630e-01 7.807029478458050731e-01
3.771895991432253625e-01 7.923129251700681275e-01
2.927987609608955211e-01 8.039229024943310709e-01
2.328514679043240942e-01 8.155328798185941253e-01
2.932785170549818687e-01 8.271428571428571797e-01
3.372327923604434563e-01 8.387528344671202341e-01
3.676530473370126506e-01 8.503628117913832885e-01
2.860494230734784704e-01 8.619727891156463429e-01
3.566672261283648782e-01 8.735827664399093972e-01
4.686121047146286633e-01 8.851927437641723406e-01
2.731646498574260562e-01 8.968027210884353950e-01
3.388448888302063589e-01 9.084126984126984494e-01
3.306702434702599724e-01 9.200226757369615038e-01
4.061821193049652834e-01 9.316326530612245582e-01
3.711388766353759250e-01 9.432426303854876126e-01
